pl_name,default_flag,pl_masse,ra,dec,glon,glat,st_teff,sy_dist,sy_disterr1,sy_disterr2
TOI-198 b,1,,2.2715087,-27.1217452,30.55222,-80.57935,3650.0,23.7262,0.02655,-0.02655
KOI-13 b,1,2949.4624,286.9713876,46.8682463,77.5059,16.80645,7650.0,519.096,30.703,-27.506
GJ 1132 b,1,1.66,153.7090696,-47.1549358,277.25461,7.75911,3270.0,12.613,0.007,-0.007
WASP-83 b,1,95.349,190.1519558,-19.2843527,299.40708,43.51326,5510.0,271.103,3.716,-3.618
HAT-P-51 b,1,98.20947,21.0651251,32.8107,130.85829,-29.55538,5449.0,440.089,8.189,-7.901
WASP-93 b,1,467.2101,9.4587443,51.288778,120.76211,-11.52565,6700.0,370.284,7.938,-7.617
KELT-11 b,1,54.34893,161.7069053,-9.3993646,259.03088,42.6058,5375.0,99.1596,0.52105,-0.52105
HIP 81208 C b,1,4703.86042,248.8075,-35.7247583,345.70961,7.95099,,147.533,1.483,-1.454
HN Lib b,1,,218.5684823,-12.5170062,338.42026,43.15722,3347.0,6.24442,0.004455,-0.004455
GJ 1132 c,1,,153.7090696,-47.1549358,277.25461,7.75911,3270.0,12.613,0.007,-0.007
WASP-121 b,1,367.72747,107.6002312,-39.0972705,250.2937,-13.32514,,269.898,1.58,-1.562
LTT 1445 A c,1,1.54,45.4624781,-16.5944956,200.48712,-58.07573,3340.0,6.86929,0.003805,-0.003805
psi1 Dra B b,1,,265.4925754,72.1557114,102.97614,31.02766,6212.0,22.7188,0.0258,-0.0258
HAT-P-69 b,1,1137.8314,130.5056385,3.7105662,222.78554,26.20647,7394.0,341.263,5.116,-4.969
K2-416 b,1,1652.70772,349.2211822,-5.2015032,72.95364,-58.57188,3746.0,120.311,0.605,-0.599
K2-417 b,1,699.2225,350.1417675,-10.0365901,67.1966,-62.60382,3861.0,94.0424,0.3023,-0.3003
TOI-2000 b,1,11.0,146.3970631,-66.6866307,285.98704,-10.14464,5611.0,175.713,0.76,-0.754
TOI-2000 c,1,81.7,146.3970631,-66.6866307,285.98704,-10.14464,5611.0,175.713,0.76,-0.754
GJ 328 c,1,,133.7819507,1.5420011,226.70991,27.99859,3897.0,20.5266,0.01685,-0.01685
GJ 328 b,1,,133.7819507,1.5420011,226.70991,27.99859,3897.0,20.5266,0.01685,-0.01685
GJ 649 b,1,,254.5363221,25.7419719,46.52106,35.33721,3734.0,10.3796,0.00335,-0.00335
TOI-908 b,1,16.137,53.1594266,-81.250745,296.14549,-33.63672,5626.0,175.748,0.638,-0.634
TOI-1759 b,1,10.8,326.8516615,62.7538164,103.55005,7.03023,4065.0,40.0654,0.0423,-0.0423
Kepler-16 b,1,105.833,289.0758307,51.757229,82.78543,17.366,4450.0,75.0852,0.1541,-0.1536
WASP-174 b,1,104.88337,195.7940145,-41.3848617,305.29688,21.43298,6399.0,410.149,10.376,-9.884
TOI-1937 A b,1,638.8351,116.3707214,-52.3832587,265.30823,-13.54873,5814.0,415.135,2.929,-2.889
WASP-167 b,1,2542.64,196.0437932,-35.5495292,305.84592,27.25014,7000.0,423.552,10.91,-10.385
WASP-150 b,1,2688.8418,264.2630197,53.0212751,80.49322,32.34312,6218.0,527.995,5.817,-5.694
HD 110113 c,1,,190.0365636,-44.3120777,300.80214,18.51297,5732.0,106.307,0.724,-0.715
HD 219134 h,1,,348.3372026,57.1696255,109.90724,-3.20073,4913.0,6.53127,0.00384,-0.00385
HD 219134 d,1,16.17,348.3372026,57.1696255,109.90724,-3.20073,4699.0,6.53127,0.00384,-0.00385
WASP-41 c,1,,190.6188034,-30.6398176,300.65384,32.19228,5545.0,163.371,1.067,-1.052
WASP-107 b,1,30.5,188.3864277,-10.1462141,295.69143,52.47382,4425.0,64.7414,0.2617,-0.2596
WASP-107 c,1,,188.3864277,-10.1462141,295.69143,52.47382,4425.0,64.7414,0.2617,-0.2596
HD 104067 b,1,,179.7923543,-20.3556058,286.65584,40.85838,4937.0,20.3632,0.0245,-0.0244
HAT-P-16 b,1,1332.605,9.5730343,42.4630961,120.34675,-20.34266,6158.0,226.637,4.471,-4.305
Kepler-11 d,1,7.3,297.1150949,41.9091092,76.1613,8.13328,5663.0,646.346,6.375,-6.375
WASP-10 b,1,1001.12,348.9930457,31.4627508,100.112,-27.14412,4675.0,140.998,0.75,-0.742
KOI-12 b,1,349.613,297.4537402,41.0110188,75.49897,7.46967,,399.398,4.396,-4.303
LTT 3780 b,1,2.47,154.6449033,-11.717801,254.20063,36.30503,3360.0,21.9814,0.0403,-0.0402
HD 97658 b,1,8.3,168.6376584,25.7105962,211.16108,68.29493,5212.0,21.5618,0.0254,-0.0253
HD 216437 b,1,1334.87931,343.6639631,-70.0733957,316.2728,-43.90561,,26.6902,0.0322,-0.0321
HD 215497 c,1,111.23994,341.652714,-56.5997984,331.29531,-53.10239,,40.5468,0.0537,-0.0535
Kepler-68 d,1,,291.0323102,49.0402129,80.69124,15.15359,5847.0,144.166,0.436,-0.434
Kepler-138 b,1,0.07,290.3814122,43.2930645,75.10743,13.17249,3841.0,66.8624,0.107,-0.107
Kepler-138 c,1,2.3,290.3814122,43.2930645,75.10743,13.17249,3841.0,66.8624,0.107,-0.107
Kepler-138 d,1,2.1,290.3814122,43.2930645,75.10743,13.17249,3841.0,66.8624,0.107,-0.107
Kepler-68 e,1,,291.0323102,49.0402129,80.69124,15.15359,5847.0,144.166,0.436,-0.434
Kepler-10 b,1,3.26,285.679298,50.2414842,80.48988,18.81626,5708.0,185.506,0.811,-0.805
Kepler-19 b,1,6.1,290.4209694,37.8516556,70.10235,10.79684,5541.0,218.562,0.975,-0.966
Kepler-20 c,1,11.1,287.6979913,42.3385782,73.37692,14.57345,5495.0,282.563,1.776,-1.753
Kepler-20 d,1,13.4,287.6979913,42.3385782,73.37692,14.57345,5495.0,282.563,1.776,-1.753
Kepler-20 e,1,0.76,287.6979913,42.3385782,73.37692,14.57345,5495.0,282.563,1.776,-1.753
Kepler-37 b,1,0.79,284.0592503,44.5183733,74.43727,17.84364,5357.0,63.9207,0.1196,-0.1191
Kepler-37 d,1,2.0,284.0592503,44.5183733,74.43727,17.84364,5357.0,63.9207,0.1196,-0.1191
Kepler-102 b,1,1.1,281.4824731,47.2078263,76.48359,20.43475,4909.0,107.796,0.22,-0.219
Kepler-102 e,1,4.7,281.4824731,47.2078263,76.48359,20.43475,4909.0,107.796,0.22,-0.219
K2-3 c,1,2.68,172.3353708,-1.4551364,264.98752,55.25008,3844.0,44.0727,0.10815,-0.10815
K2-3 d,1,2.2,172.3353708,-1.4551364,264.98752,55.25008,3844.0,44.0727,0.10815,-0.10815
HAT-P-44 c,1,,213.1438604,47.0147826,89.60271,64.52011,5295.0,347.85,2.226,-2.199
HD 142 A d,1,,1.5836771,-49.0753625,321.5814,-66.38756,,26.1853,0.0449,-0.0446
HD 142 b,1,,1.5836771,-49.0753625,321.5814,-66.38756,,26.1853,0.0449,-0.0446
HD 142 c,1,3464.64746,1.5836771,-49.0753625,321.5814,-66.38756,,26.1853,0.0449,-0.0446
HD 151450 c,1,1636.18064,252.0080127,-15.964345,3.2946,18.26324,,43.6002,0.1302,-0.1295
HD 153557 c,1,,254.4706516,47.3678558,73.37904,38.46731,,17.9412,0.0084,-0.0084
HD 155918 c,1,1878.04806,260.5364025,-75.349239,317.42953,-20.83375,,27.561,0.0227,-0.0226
HD 156279 b,1,,258.0966686,63.3527828,93.08627,35.08164,,36.1945,0.0361,-0.0359
HD 156279 c,1,3098.82697,258.0966686,63.3527828,93.08627,35.08164,,36.1945,0.0361,-0.0359
HD 168443 c,1,5500.33841,275.0159879,-9.5966905,20.81376,2.50674,,39.6245,0.1224,-0.1217
HIP 90988 b,1,,278.3892816,-50.211692,345.01064,-17.81794,,94.0349,0.3884,-0.3853
HD 18143 c,1,3177.64841,43.9140248,26.8723829,154.43765,-28.29389,,22.5243,0.023,-0.023
HD 199509 b,1,,317.3445632,-82.0274926,310.63182,-31.43071,,24.3056,0.0204,-0.0204
HD 204313 c,1,,322.0510568,-21.7274194,28.02639,-43.7286,,47.7945,0.1455,-0.1446
HD 204313 e,1,4868.17771,322.0510568,-21.7274194,28.02639,-43.7286,,47.7945,0.1455,-0.1446
HD 205158 b,1,,323.9186227,-59.6933144,334.58509,-43.52429,,86.6159,0.387,-0.3836
HD 213519 b,1,,337.7727845,45.1452472,98.53979,-10.97651,,41.0014,0.0567,-0.0565
HD 25912 c,1,5252.75008,60.9074988,-51.9315058,261.12208,-46.53883,,49.1661,0.0576,-0.0575
HD 27894 b,1,,65.1975693,-59.4096776,270.09987,-42.00943,,43.8214,0.0593,-0.0591
HD 28185 b,1,,66.6100461,-10.5510754,205.59383,-36.93078,,39.3809,0.0637,-0.0636
HD 28192 b,1,,66.7032517,-1.7244842,196.23222,-32.58617,,49.8063,0.1416,-0.1409
HD 38529 b,1,,86.6451363,1.1675866,204.31771,-13.83753,,42.3538,0.10605,-0.10605
GJ 229 A c,1,,92.6435993,-21.8677233,228.61506,-18.44091,,5.75624,0.001525,-0.001525
HD 72892 b,1,,128.7195554,-14.4574311,238.38719,15.19213,,69.7311,0.1871,-0.1862
HD 74156 c,1,2753.98315,130.6047813,4.5772338,221.98588,26.70482,,57.603,0.1613,-0.1604
TOI-4010 d,1,38.15,20.2148196,66.0722009,125.91346,3.37092,4960.0,177.504,0.994,-0.982
GJ 2030 c,1,4069.15709,50.8237604,-7.7950429,191.80875,-49.20245,,37.0788,0.0647,-0.0644
GJ 676 A b,1,1840.86213,262.5448903,-51.6377777,339.10272,-9.54226,,16.0272,0.0101,-0.0101
GJ 676 A c,1,4288.14087,262.5448903,-51.6377777,339.10272,-9.54226,,16.0272,0.0101,-0.0101
HD 115404 A c,1,3279.67133,199.2155793,17.0160384,334.41024,78.30331,,10.9816,0.0044,-0.0044
pi Men c,1,,84.2992798,-80.4646041,292.50808,-29.77608,,18.2702,0.0226,-0.0226
HD 39091 b,1,3917.23512,84.2992798,-80.4646041,292.50808,-29.77608,,18.2702,0.0226,-0.0226
Kepler-138 e,1,0.43,290.3814122,43.2930645,75.10743,13.17249,3841.0,66.8624,0.107,-0.107
HD 89839 b,1,1592.32032,155.168879,-53.6640291,281.66473,2.86438,6314.0,57.3063,0.1099,-0.1094
HD 196067 b,1,,310.4364195,-75.3514992,318.44307,-33.04892,6017.0,39.9346,0.046,-0.046
TOI-1634 c,1,,56.3906096,37.1122803,157.38273,-13.8523,3472.0,35.2736,0.0527,-0.0526
HD 73256 c,1,5085.25451,129.0949961,-30.0373339,251.53692,6.45039,,36.708,0.0562,-0.0559
HD 108202 b,1,953.48522,186.4613189,-1.1109233,289.6044,61.09684,,38.6846,0.0675,-0.0673
HIP 29442 d,1,5.1,93.0578446,-14.6493167,221.87205,-15.18304,5289.0,68.192,0.1772,-0.1763
HD 111998 b,1,1525.57635,193.2953521,-3.5531133,303.78445,59.31575,,33.2237,0.0603,-0.06
Kepler-25 c,1,15.2,286.6383905,39.4879038,70.34971,14.16403,,243.249,1.414,-1.397
Kepler-25 d,1,71.9,286.6383905,39.4879038,70.34971,14.16403,,243.249,1.414,-1.397
WASP-33 b,1,665.21819,36.7127375,37.5504441,143.09688,-21.55688,7430.0,121.944,0.998,-0.983
HIP 67522 b,1,,207.526001,-40.8358961,314.74755,20.68599,5675.0,127.28,1.105,-1.087
HD 62364 b,1,5965.6392,113.9052658,-75.5442707,287.43448,-23.51453,6255.0,53.112,0.0743,-0.0741
HIP 67851 b,1,,208.465364,-35.3146536,317.04896,25.84003,,64.1181,0.1748,-0.1748
HIP 67851 c,1,2204.77566,208.465364,-35.3146536,317.04896,25.84003,,64.1181,0.1748,-0.1748
TrES-2 b,1,473.5667,286.8085258,49.3164211,79.84865,17.8079,5850.0,215.32,1.05,-1.039
TrES-4 b,1,247.9074,268.3043361,37.2117397,63.03882,26.9935,6200.0,515.98,7.027,-6.843
HD 149026 b,1,120.7754,247.6229827,38.3475349,61.29711,43.28357,6179.0,75.8643,0.174,-0.1733
WASP-14 b,1,2809.6172,218.2766247,21.8946875,25.73857,66.33386,6475.0,161.997,0.81,-0.802
WASP-6 b,1,117.5971,348.1571282,-22.6741248,38.73059,-67.19545,5450.0,197.119,1.632,-1.607
XO-1 b,1,263.7989,240.5492745,28.1696248,45.85302,48.02124,5750.0,163.553,0.622,-0.617
WASP-26 b,1,270.1555,4.6030424,-15.2674044,88.35289,-75.8715,6034.0,252.759,4.761,-4.591
WASP-48 b,1,254.264,291.1623865,55.4730273,86.8824,17.62719,5920.0,454.144,4.465,-4.381
XO-4 b,1,451.3186,110.3880285,58.2681094,158.63533,26.68924,6397.0,272.655,2.914,-2.855
HD 169830 c,1,2437.42605,276.9561859,-29.8167919,3.68683,-8.4711,,37.6048,0.1484,-0.1473
WASP-67 b,1,136.6669,295.7438485,-19.9497314,20.13786,-20.00635,5200.0,189.469,1.557,-1.533
TOI-1859 b,1,,279.8317644,69.5228726,99.98989,26.33483,6341.0,224.385,1.173,-1.161
L 168-9 b,1,4.6,350.0285917,-60.0657292,321.95595,-53.55913,3800.0,25.1496,0.0239,-0.0239
HATS-72 b,1,39.85588,339.0258401,-17.0003046,43.77685,-57.17082,4656.1,127.589,0.614,-0.609
TOI-2076 d,1,,217.3920159,39.7903991,71.10629,66.0563,5200.0,41.9091,0.0528,-0.0526
HD 191939 d,1,2.8,302.0256247,66.8503014,99.98716,17.72195,5348.0,53.6089,0.0733,-0.0731
HD 191939 g,1,,302.0256247,66.8503014,99.98716,17.72195,5348.0,53.6089,0.0733,-0.0731
Kepler-65 c,1,,288.6887221,41.1511076,72.56961,13.41465,6211.0,303.728,2.708,-2.661
TOI-1333 b,1,753.2571,325.0145363,48.4067674,93.40166,-3.18125,6274.0,200.492,1.202,-1.188
Kepler-12 b,1,137.30256,286.2434458,50.0403671,80.42341,18.40736,5947.0,881.386,9.854,-9.643
TOI-4479 b,1,,316.0969388,24.6536739,71.14123,-14.66339,3400.0,80.6532,0.2574,-0.2558
Kepler-670 b,1,,297.0154644,49.2252988,82.63553,11.72179,5709.0,939.744,18.25,-17.58
Kepler-1651 b,1,,283.6282602,48.3908081,78.1688,19.45131,3713.0,66.4074,0.1062,-0.1059
WASP-148 b,1,91.21675,254.1305022,44.3025361,69.45427,38.65518,5555.0,246.353,1.575,-1.555
TOI-411 b,1,13.71,54.819538,-42.7630276,248.83207,-52.70009,6169.0,62.7792,0.1161,-0.1156
TOI-411 c,1,9.72,54.819538,-42.7630276,248.83207,-52.70009,6169.0,62.7792,0.1161,-0.1156
HD 22946 d,1,26.57,54.819538,-42.7630276,248.83207,-52.70009,6169.0,62.7792,0.1161,-0.1156
Kepler-425 b,1,79.45,290.3579781,40.5676965,72.57481,12.02393,5170.0,646.647,10.7805,-10.7805
GJ 3222 b,1,,50.8972464,-40.0762325,245.24126,-56.09164,,18.23817,,
WASP-101 b,1,162.0933,98.3511016,-23.486086,232.32233,-14.23405,6380.0,201.224,1.152,-1.139
GJ 680 b,1,7977.49302,263.8072214,-48.6788427,342.07898,-8.6634,,9.67315,0.005135,-0.005135
Kepler-424 c,1,,298.6249797,48.57745,82.57663,10.48256,5460.0,698.646,10.125,-9.844
WASP-177 b,1,161.45764,334.7969885,-1.8344301,61.12716,-45.6399,5017.0,176.818,2.428,-2.364
Wendelstein-1 b,1,188.15536,299.0506412,17.5699627,55.99845,-5.67824,4251.0,305.3,3.002,-2.945
Kepler-46 d,1,,289.2687388,42.6041819,74.1138,13.62366,5309.0,777.06,17.209,-16.493
HAT-P-23 b,1,664.237,306.1239076,16.7621462,58.93637,-11.83428,5905.0,364.813,4.772,-4.653
K2-326 b,1,,351.612262,1.3375909,83.82219,-54.94703,3924.0,282.308,3.378,-3.301
HAT-P-55 b,1,184.97706,264.2735096,25.7311468,49.58846,26.9685,5808.0,511.388,3.634,-3.585
WASP-58 b,1,308.2951,274.7012534,45.1722194,72.93325,24.35774,5800.0,290.404,1.83,-1.808
TOI-1807 b,1,,201.2826259,38.9223671,94.23935,76.26869,4757.0,42.5775,0.0622,-0.062
Kepler-396 b,1,75.5,296.1328135,48.9773095,82.13508,12.11636,,223.757,1.812,-1.783
KELT-16 b,1,874.0325,314.2685227,31.6610186,75.59227,-8.9423,6236.0,444.586,5.574,-5.441
Kepler-77 b,1,136.661,289.6079433,44.3454347,75.85191,14.1188,5520.0,639.411,7.055,-7.055
WASP-37 b,1,572.07,221.9438866,1.0650227,354.77416,51.82305,5800.0,392.791,7.822,-7.526
TOI-421 b,1,7.17,81.8532824,-14.2767404,216.79355,-24.93742,5325.0,74.7969,0.2041,-0.2029
HIP 41378 b,1,,126.6158279,10.0803708,214.5263,25.64577,6226.0,106.289,0.676,-0.668
AU Mic b,1,20.12,311.2911369,-31.34245,12.65304,-36.80401,,9.7221,0.004625,-0.004625
AU Mic c,1,9.6,311.2911369,-31.34245,12.65304,-36.80401,,9.7221,0.004625,-0.004625
HIP 41378 f,1,,126.6158279,10.0803708,214.5263,25.64577,6226.0,106.289,0.676,-0.668
Kepler-65 b,1,,288.6887221,41.1511076,72.56961,13.41465,6211.0,303.728,2.708,-2.661
Kepler-45 b,1,160.497,292.8729292,41.0641727,73.88709,10.53637,3820.0,381.949,6.3825,-6.3825
WASP-135 b,1,603.877,267.2848846,29.8790428,54.91727,25.744,5675.0,298.214,1.42,-1.407
Kepler-411 b,1,25.6,287.6057027,49.5233937,80.24936,17.40063,,153.676,0.455,-0.453
Kepler-1656 c,1,126.4,284.4722473,39.911889,70.07924,15.86374,,185.875,0.835,-0.827
TOI-1478 b,1,270.47333,126.4337428,-13.5595485,236.35232,13.83403,5597.0,152.892,0.915,-0.905
Kepler-65 e,1,260.0,288.6887221,41.1511076,72.56961,13.41465,,303.728,2.708,-2.661
Kepler-1972 b,1,2.02,288.3953074,39.8725067,71.27937,13.08704,5818.0,287.339,2.098,-2.068
Kepler-424 b,1,327.35,298.6249797,48.57745,82.57663,10.48256,5460.0,698.646,10.125,-9.844
KOI-217 b,1,,294.8654667,46.2858128,79.29221,11.6333,5545.0,914.699,17.1675,-17.1675
TOI-3688 A b,1,311.47184,39.2823371,54.8512152,137.83209,-4.93371,5950.0,396.378,6.03,-5.855
Kepler-411 e,1,10.8,287.6057027,49.5233937,80.24936,17.40063,,153.676,0.455,-0.453
Kepler-548 b,1,,299.9059167,45.4396103,80.26885,8.15389,5535.0,751.776,13.0105,-13.0105
K2-319 b,1,,166.8010058,3.0399357,252.451,55.3433,5440.0,209.071,1.88,-1.847
Kepler-450 b,1,,295.4865821,51.0135237,83.79725,13.4167,6197.21,455.982,5.189,-5.074
Kepler-411 d,1,15.2,287.6057027,49.5233937,80.24936,17.40063,,153.676,0.455,-0.453
WASP-92 b,1,255.85315,246.6920395,51.0411328,78.78019,43.22089,6280.0,575.889,6.527,-6.385
Kepler-1658 b,1,1868.8404,294.3565559,38.9473424,72.51658,8.55004,6216.0,788.238,17.434,-16.707
KELT-10 b,1,215.80657,284.5483823,-47.0033072,349.65854,-20.57244,5948.0,188.404,2.182,-2.132
TOI-150.01,1,797.7533,112.965421,-73.6060358,285.34053,-23.1643,6255.0,336.267,1.927,-1.905
HATS-48 A b,1,77.23269,288.6720048,-59.5793505,337.02981,-26.03035,4546.0,263.609,1.669,-1.649
Kepler-1517 b,1,,287.8072115,43.1888008,74.2159,14.83951,7010.0,847.299,14.504,-14.033
Kepler-411 c,1,26.4,287.6057027,49.5233937,80.24936,17.40063,,153.676,0.455,-0.453
K2-321 b,1,,156.4054989,2.5138829,241.80874,47.32067,3855.0,77.6888,0.32415,-0.32415
TOI-4010 c,1,20.31,20.2148196,66.0722009,125.91346,3.37092,4960.0,177.504,0.994,-0.982
K2-415 b,1,7.5,137.2015437,11.8622503,217.79828,35.80871,3173.0,21.8182,0.0307,-0.0307
HATS-55 b,1,292.72143,114.2833819,-32.7554188,247.00209,-5.65081,6214.0,609.838,6.099,-5.982
KELT-15 b,1,416.3573,117.4149764,-52.1204471,265.3722,-12.86035,6003.0,324.683,2.479,-2.442
TOI-5542 b,1,419.5335,302.7984228,-61.1354659,335.72494,-33.08256,5700.0,348.849,3.678,-3.604
Kepler-134 b,1,,284.7391156,49.5984448,79.63268,19.16689,5983.0,334.797,2.404,-2.371
TOI-5238 b,1,,223.3588909,68.859472,108.04149,44.57666,5631.0,290.646,1.547,-1.532
XO-5 b,1,378.2,116.7163868,39.0944695,180.62567,26.93448,5430.0,276.211,3.919,-3.812
TOI-1749 d,1,15.0,282.7372281,64.419466,94.64478,24.33732,3985.0,99.5561,0.1172,-0.1172
TOI-3023 b,1,197.05361,165.3158231,-72.3567044,294.71566,-11.26587,5760.0,389.916,3.196,-3.146
TOI-2158 b,1,260.61929,276.8100527,20.5268868,48.93331,14.34304,5673.0,198.473,1.403,-1.383
K2-136 b,1,4.3,67.4128615,22.8825674,174.77536,-17.35063,4500.0,59.2474,0.1877,-0.1865
K2-136 c,1,18.1,67.4128615,22.8825674,174.77536,-17.35063,4500.0,59.2474,0.1877,-0.1865
K2-136 d,1,3.0,67.4128615,22.8825674,174.77536,-17.35063,4500.0,59.2474,0.1877,-0.1865
HD 103774 b,1,,179.2310729,-12.1079951,282.54664,48.59416,6489.0,56.4089,0.1785,-0.1774
HD 109271 c,1,,188.397397,-11.6215204,295.97556,51.00899,5783.0,55.8716,0.2082,-0.2068
Kepler-450 d,1,,295.4865821,51.0135237,83.79725,13.4167,6197.21,455.982,5.189,-5.074
HD 10647 b,1,,25.6233526,-53.7412852,286.89639,-61.7687,6218.0,17.3357,0.0223,-0.0223
TOI-3757 b,1,85.3,91.0036423,55.0199793,158.55829,15.59205,3913.0,181.139,1.194,-1.179
TOI-1107 b,1,1064.72516,155.6078632,-82.2188693,297.90095,-20.84697,6311.0,281.314,2.031,-2.003
HD 158259 d,1,,261.3495847,52.7904721,80.13841,34.09023,,27.0498,0.0215,-0.0215
HIP 57274 c,1,,176.1705487,30.9576484,194.2528,74.93234,4640.0,25.8618,0.0337,-0.0335
BD+15 2940 b,1,,240.09564,15.5467507,28.10432,44.78011,4796.0,426.42,6.44,-6.44
mu Leo b,1,,148.1898673,26.0067142,204.04525,50.24481,4538.2,32.6081,0.4521,-0.4521
WASP-170 b,1,508.528,135.4163028,-20.7203686,247.5592,16.65605,5600.0,305.603,3.71,-3.623
WASP-161 b,1,791.3967,126.3378248,-11.5009889,234.51042,14.86473,6400.0,343.08,4.142,-4.046
WASP-49 b,1,117.5971,91.0897193,-16.9653901,223.26522,-17.86,5600.0,194.553,1.203,-1.189
GJ 667 C g,1,,259.7510609,-34.9977651,351.84167,1.41002,3350.0,7.24396,0.00486,-0.00485
WASP-2 b,1,295.89973,307.7255587,6.4293305,50.77372,-18.71284,5180.0,153.242,1.64,-1.605
HAT-P-38 b,1,84.857,35.3834942,32.2460441,144.22935,-26.87267,5330.0,255.206,2.473,-2.427
TOI-4342 b,1,,324.3894196,-77.9791468,313.85994,-34.67202,3901.0,61.5204,0.1022,-0.1022
XO-6 b,1,1398.452,94.7929552,73.8275672,140.47052,23.77558,6720.0,235.479,2.443,-2.393
TOI-1669 b,1,,45.9564744,83.5874273,126.69567,21.70691,5542.3,111.276,0.371,-0.368
WASP-50 b,1,466.8287,43.6880738,-10.8980242,189.67935,-56.78937,5400.0,184.848,1.879,-1.841
WASP-159 b,1,174.8065,68.1364792,-38.9682973,242.17426,-42.91487,6120.0,715.383,10.775,-10.466
WASP-140 b,1,775.5052,60.3855387,-20.4509991,214.79407,-46.25415,5260.0,117.598,0.601,-0.594
WASP-129 b,1,317.83,176.2990518,-42.0639575,289.98899,19.13693,5900.0,301.462,3.38,-3.307
WASP-145 A b,1,282.8687,322.2537644,-58.8361466,336.10326,-43.0374,4900.0,91.299,0.2415,-0.2403
DH Tau b,1,3496.0,67.4231674,26.5493897,171.89958,-14.93888,,134.846,1.282,-1.258
PH2 b,1,,289.7636212,51.962683,83.15282,17.05061,5629.0,343.863,3.631,-3.557
HAT-P-24 b,1,238.3725,108.8251171,14.2626064,202.73799,11.65314,6373.0,415.344,6.636,-6.435
XO-7 b,1,225.34147,277.4780753,85.2333208,117.58141,27.47379,6250.0,234.149,1.194,-1.181
TOI-1860 b,1,,226.4567308,64.0476821,102.02812,47.25803,5752.0,45.864,0.0648,-0.0645
WASP-61 b,1,851.7844,75.2996637,-26.0541438,227.12097,-34.76468,6250.0,488.66,5.558,-5.436
HATS-39 b,1,200.2329,112.4192251,-29.9379163,243.75063,-5.70925,6572.0,878.521,79.923,-67.787
HATS-22 b,1,870.8542,174.0098693,-29.5433642,283.88751,30.52487,4803.0,229.518,1.612,-1.59
91 Aqr b,1,,348.9745031,-9.0878076,67.07416,-61.11327,4665.0,44.0304,0.51325,-0.51325
HD 207897 b,1,14.4,325.2016451,84.3337613,118.37663,23.23912,5070.0,28.2938,0.0312,-0.0312
WASP-162 b,1,1652.716,168.2929079,-17.6577794,272.1532,39.26999,5300.0,310.841,4.122,-4.017
LP 890-9 c,1,25.3,64.1309096,-28.3157909,226.91411,-44.9483,2850.0,32.4298,0.0702,-0.0699
TOI-3693 b,1,324.18498,15.6543938,51.3038918,124.71484,-11.52915,5321.0,176.436,1.224,-1.208
Kepler-4 b,1,24.472,285.6154492,50.1357712,80.37016,18.81834,5857.0,487.916,5.898,-5.761
TOI-1470 c,1,7.24,10.0891431,61.2133868,121.59773,-1.62965,3709.0,51.9503,0.0745,-0.0745
Kepler-134 c,1,,284.7391156,49.5984448,79.63268,19.16689,5983.0,334.797,2.404,-2.371
HAT-P-44 b,1,111.871,213.1438604,47.0147826,89.60271,64.52011,5295.0,347.85,2.226,-2.199
DMPP-4 b,1,,293.5826648,51.2358069,83.46183,14.58774,6400.0,25.3284,0.0382,-0.038
HD 158259 c,1,,261.3495847,52.7904721,80.13841,34.09023,,27.0498,0.0215,-0.0215
WASP-43 b,1,565.714,154.9081869,-9.8064431,252.78676,37.86975,4400.0,86.7467,0.3281,-0.3257
HAT-P-26 b,1,22.2481,213.1565508,4.0594175,346.51303,59.87255,5079.0,141.837,1.152,-1.133
WASP-69 b,1,92.1707,315.0259661,-5.094857,43.85785,-30.82613,4700.0,49.9605,0.132,-0.1313
WASP-63 b,1,117.5971,94.3363562,-38.3233826,245.67215,-22.72055,5550.0,290.684,2.034,-2.008
LHS 3844 b,1,,340.4962038,-69.1721081,318.24947,-43.90616,3036.0,14.8846,0.0113,-0.0113
V1298 Tau e,1,,61.331654,20.1570318,172.89486,-23.37696,,108.199,0.704,-0.696
HD 6860 b,1,,17.432979,35.620499,127.10756,-27.10288,3802.0,61.12469,2.83953,-2.83953
V1298 Tau c,1,,61.331654,20.1570318,172.89486,-23.37696,,108.199,0.704,-0.696
GJ 367 c,1,,146.121464,-45.7790165,272.24323,5.6589,3522.0,9.41263,0.002835,-0.002835
GJ 367 d,1,,146.121464,-45.7790165,272.24323,5.6589,3522.0,9.41263,0.002835,-0.002835
GJ 9827 b,1,5.14,351.7717763,-1.2853435,81.34803,-57.18299,4305.0,29.661,0.0543,-0.0541
GJ 9827 c,1,1.3,351.7717763,-1.2853435,81.34803,-57.18299,4305.0,29.661,0.0543,-0.0541
GJ 9827 d,1,3.53,351.7717763,-1.2853435,81.34803,-57.18299,4305.0,29.661,0.0543,-0.0541
GJ 367 b,1,0.633,146.121464,-45.7790165,272.24323,5.6589,3522.0,9.41263,0.002835,-0.002835
TOI-1420 b,1,25.1,322.9418092,66.3490054,104.72204,10.82417,5510.0,201.918,0.918,-0.911
HIP 97166 c,1,,296.2446203,74.0628577,106.13206,22.45053,5198.0,65.9501,0.1014,-0.1012
TOI-5205 b,1,343.0,313.7706819,24.360977,69.534,-13.20303,3430.0,86.4493,0.4178,-0.4139
